  8.57971e-15  1.50074e-13  1.51826e-12  9.93555e-12  4.58972e-11  1.60312e-10
  4.46589e-10  1.03558e-09  2.06751e-09  3.65750e-09  5.84840e-09  8.59220e-09
  1.17701e-08  1.52156e-08  1.87467e-08  2.21899e-08  2.53942e-08  2.82352e-08
  3.06156e-08  3.24654e-08  3.37438e-08  3.44418e-08  3.45821e-08  3.42156e-08
  3.34143e-08  3.22618e-08  3.08449e-08  2.86670e-08  2.66696e-08  2.47573e-08
  2.29396e-08  2.12217e-08  1.95908e-08  1.80698e-08  1.66474e-08  1.53205e-08
  1.40857e-08  1.29390e-08  1.18761e-08  1.08926e-08  9.98413e-09  9.14613e-09
  8.37427e-09  7.66435e-09  7.01247e-09  6.41502e-09  5.86882e-09  5.37111e-09

  1.03886e-14  1.75120e-13  1.71526e-12  1.09243e-11  4.93699e-11  1.69495e-10
  4.65965e-10  1.06969e-09  2.11967e-09  3.73201e-09  5.94856e-09  8.71690e-09
  1.19171e-08  1.53811e-08  1.89263e-08  2.23792e-08  2.55892e-08  2.84325e-08
  3.08123e-08  3.26591e-08  3.39328e-08  3.46248e-08  3.47583e-08  3.43844e-08
  3.35753e-08  3.24151e-08  3.09905e-08  2.88050e-08  2.68002e-08  2.48807e-08
  2.30560e-08  2.13313e-08  1.96882e-08  1.81596e-08  1.67303e-08  1.53975e-08
  1.41578e-08  1.30069e-08  1.19407e-08  1.09545e-08  1.00437e-08  9.20374e-09
  8.43030e-09  7.71915e-09  7.06629e-09  6.46801e-09  5.92105e-09  5.42269e-09

  1.31130e-14  2.12229e-13  2.00320e-12  1.23534e-11  5.43439e-11  1.82547e-10
  4.93352e-10  1.11776e-09  2.19295e-09  3.83702e-09  6.08956e-09  8.89203e-09
  1.21235e-08  1.56124e-08  1.91770e-08  2.26430e-08  2.58604e-08  2.87062e-08
  3.10845e-08  3.29267e-08  3.41933e-08  3.48764e-08  3.49997e-08  3.46149e-08
  3.37943e-08  3.26224e-08  3.11859e-08  2.89887e-08  2.69723e-08  2.50415e-08
  2.32059e-08  2.14710e-08  1.98112e-08  1.82723e-08  1.68339e-08  1.54933e-08
  1.42471e-08  1.30908e-08  1.20202e-08  1.10303e-08  1.01166e-08  9.27427e-09
  8.49878e-09  7.78574e-09  7.13119e-09  6.53158e-09  5.98376e-09  5.48498e-09

  1.74058e-14  2.69512e-13  2.44040e-12  1.44945e-11  6.17139e-11  2.01711e-10
  5.33260e-10  1.18741e-09  2.29863e-09  3.98879e-09  6.29280e-09  9.14481e-09
  1.24213e-08  1.59453e-08  1.95377e-08  2.30215e-08  2.62491e-08  2.90979e-08
