 Tau =  0.00000e+00, jr =  1; Tau(jr) = 0., 10**(-4. + (jr-2)/2) jr = 1,30
 Ionization Rate(jt,jn) (cm**3 s**-1); Te(jt) = 10**(-1.2 + (jt-1)/10) jt=1,60
 jn =   1  jt = 1 -> 60 going by rows   ne(jn) = 10**(10 + 0.5*(jn-1)) jn=1,15
 8.83620e-103  1.28765e-83  2.09907e-68  2.49655e-56  9.58236e-47  4.67007e-39
  6.33229e-33  4.87427e-28  3.83550e-24  4.92845e-21  1.50137e-18  1.45889e-16
  5.72528e-15  1.09460e-13  1.18288e-12  8.12960e-12  3.89920e-11  1.40403e-10
  4.01894e-10  9.56139e-10  1.95712e-09  3.54034e-09  5.77912e-09  8.65325e-09
  1.20548e-08  1.58046e-08  1.96654e-08  2.33874e-08  2.67500e-08  2.95804e-08
  3.17698e-08  3.32738e-08  3.41048e-08  3.43176e-08  3.39938e-08  3.32279e-08
  3.21158e-08  3.07479e-08  2.92038e-08  2.75512e-08  2.58450e-08  2.41288e-08
  2.24358e-08  2.07902e-08  1.92096e-08  1.77051e-08  1.62840e-08  1.49498e-08
  1.37033e-08  1.25437e-08  1.14686e-08  1.04747e-08  9.55812e-09  8.71460e-09
  7.93974e-09  7.22899e-09  6.57792e-09  5.98224e-09  5.43779e-09  4.94061e-09 

 jn =   2
 1.79950e-102  2.45500e-83  3.78710e-68  4.30337e-56  1.59111e-46  7.03584e-39
  8.73981e-33  6.27727e-28  4.68086e-24  5.77040e-21  1.70255e-18  1.61395e-16
  6.21298e-15  1.17006e-13  1.24948e-12  8.50691e-12  4.04979e-11  1.44961e-10
  4.12978e-10  9.78810e-10  1.99753e-09  3.60484e-09  5.87331e-09  8.78113e-09
  1.22183e-08  1.60033e-08  1.98967e-08  2.36470e-08  2.70321e-08  2.98787e-08
  3.20776e-08  3.35850e-08  3.44138e-08  3.46197e-08  3.42854e-08  3.35062e-08
  3.23791e-08  3.09949e-08  2.94340e-08  2.77645e-08  2.60419e-08  2.43097e-08
  2.26013e-08  2.09413e-08  1.93470e-08  1.78299e-08  1.63969e-08  1.50518e-08
  1.37953e-08  1.26265e-08  1.15429e-08  1.05413e-08  9.61774e-09  8.76783e-09
  7.98717e-09  7.27117e-09  6.61536e-09  6.01539e-09  5.46708e-09  4.96643e-09 

 jn =   3
 3.93998e-102  4.98352e-83  7.20014e-68  7.74035e-56  2.73265e-46  1.11125e-38
  1.27302e-32  8.52779e-28  6.00027e-24  7.05497e-21  2.00379e-18  1.84260e-16
  6.92329e-15  1.27887e-13  1.34476e-12  9.04335e-12  4.26286e-11  1.51386e-10
  4.28562e-10  1.01062e-09  2.05414e-09  3.69512e-09  6.00505e-09  8.95990e-09
  1.24467e-08  1.62808e-08  2.02196e-08  2.40091e-08  2.74253e-08  3.02939e-08
  3.25056e-08  3.40170e-08  3.48421e-08  3.50378e-08  3.46883e-08  3.38901e-08
  3.27415e-08  3.13343e-08  2.97498e-08  2.80567e-08  2.63109e-08  2.45563e-08
  2.28267e-08  2.11466e-08  1.95336e-08  1.79991e-08  1.65500e-08  1.51901e-08
  1.39200e-08  1.27388e-08  1.16440e-08  1.06321e-08  9.69915e-09  8.84079e-09
  8.05249e-09  7.32958e-09  6.66753e-09  6.06194e-09  5.50857e-09  5.00336e-09 

 jn =   4
 9.63167e-102  1.11949e-82  1.49675e-67  1.50259e-55  5.00224e-46  1.87711e-38
