  Ionization Rate(jt,jn) (cm**3 s**-1)  Te(jt) = 10**(-1.2 + (jt-1)/10) jt=1,60
  jn =   1; jt = 1 -> 60 going by rows   ne(jn) = 10**(10 + 0.5*(jn-1)) jn=1,15 
  1.37524-102 -2.49604E-79  2.34107E-66  3.32577E-54  1.50486E-44  7.23863E-37
  9.44349E-31  7.02864E-26  5.38200E-22  6.72578E-19  1.93891E-16  1.63395E-14
  4.79692E-13  5.98703E-12  3.98702E-11  1.70977E-10  5.36152E-10  1.33539E-09
  2.79402E-09  5.10929E-09  8.40446E-09  1.27034E-08  1.79266E-08  2.39023E-08
  3.03867E-08  3.70922E-08  4.37150E-08  4.99649E-08  5.55896E-08  6.03925E-08
  6.42422E-08  6.70741E-08  6.88839E-08  6.97180E-08  6.96599E-08  6.88178E-08
  6.73124E-08  6.52674E-08  6.28023E-08  6.00271E-08  5.70397E-08  5.39243E-08
  5.07515E-08  4.75788E-08  4.44517E-08  4.14054E-08  3.84660E-08  3.56520E-08
  3.29758E-08  3.04447E-08  2.80621E-08  2.58282E-08  2.37410E-08  2.17966E-08
  1.99900E-08  1.83153E-08  1.67658E-08  1.53347E-08  1.40151E-08  1.28001E-08

  jn =   2
  2.51578-102 -2.49590E-79  3.59618E-66  4.80488E-54  2.05126E-44  9.40827E-37
  1.18078E-30  8.51606E-26  6.35456E-22  7.76545E-19  2.18796E-16  1.79306E-14
  5.10201E-13  6.20627E-12  4.06771E-11  1.72947E-10  5.39900E-10  1.34148E-09
  2.80297E-09  5.12160E-09  8.42067E-09  1.27242E-08  1.79526E-08  2.39341E-08
  3.04252E-08  3.71379E-08  4.37682E-08  5.00257E-08  5.56577E-08  6.04674E-08
  6.43231E-08  6.71599E-08  6.89736E-08  6.98102E-08  6.97535E-08  6.89116E-08
  6.74054E-08  6.53587E-08  6.28911E-08  6.01128E-08  5.71218E-08  5.40024E-08
  5.08254E-08  4.76483E-08  4.45169E-08  4.14662E-08  3.85225E-08  3.57043E-08
  3.30240E-08  3.04891E-08  2.81028E-08  2.58654E-08  2.37749E-08  2.18275E-08
  2.00181E-08  1.83406E-08  1.67887E-08  1.53553E-08  1.40336E-08  1.28167E-08

  jn =   3
  5.38508-102 -2.49556E-79  6.67816E-66  7.98880E-54  3.16591E-44  1.36363E-36
  1.62415E-30  1.12178E-25  8.07400E-22  9.55633E-19  2.60271E-16  2.04479E-14
  5.55589E-13  6.51712E-12  4.17932E-11  1.75651E-10  5.45047E-10  1.34988E-09
  2.81538E-09  5.13876E-09  8.44337E-09  1.27533E-08  1.79891E-08  2.39790E-08
  3.04793E-08  3.72021E-08  4.38430E-08  5.01110E-08  5.57533E-08  6.05725E-08
  6.44366E-08  6.72803E-08  6.90992E-08  6.99393E-08  6.98844E-08  6.90427E-08
  6.75352E-08  6.54860E-08  6.30147E-08  6.02319E-08  5.72356E-08  5.41106E-08
  5.09276E-08  4.77443E-08  4.46066E-08  4.15498E-08  3.86000E-08  3.57760E-08
  3.30902E-08  3.05498E-08  2.81585E-08  2.59164E-08  2.38215E-08  2.18699E-08
  2.00566E-08  1.83756E-08  1.68203E-08  1.53840E-08  1.40595E-08  1.28400E-08

  jn =   4
  1.39594-101 -2.49459E-79  1.49767E-65  1.60755E-53  5.82400E-44  2.31781E-36
  2.57856E-30  1.68040E-25  1.15052E-21  1.29996E-18  3.35870E-16  2.46709E-14
  6.24805E-13  6.95855E-12  4.33195E-11  1.79292E-10  5.51947E-10  1.36116E-09
  2.83208E-09  5.16192E-09  8.47412E-09  1.27929E-08  1.80390E-08  2.40407E-08
  3.05542E-08  3.72913E-08  4.39472E-08  5.02306E-08  5.58878E-08  6.07208E-08
  6.45972E-08  6.74512E-08  6.92780E-08  7.01235E-08  7.00715E-08  6.92303E-08
  6.77211E-08  6.56682E-08  6.31917E-08  6.04023E-08  5.73986E-08  5.42652E-08
  5.10735E-08  4.78812E-08  4.47344E-08  4.16686E-08  3.87100E-08  3.58775E-08
  3.31834E-08  3.06354E-08  2.82367E-08  2.59877E-08  2.38864E-08  2.19289E-08
  2.01101E-08  1.84241E-08  1.68642E-08  1.54236E-08  1.40952E-08  1.28721E-08

  jn =   5
  4.34575-101 -2.49141E-79  4.26248E-65  4.14200E-53  1.36194E-43  4.94981E-36
  5.06930E-30  3.06704E-25  1.96216E-21  2.06817E-18  4.89309E-16  3.20844E-14
  7.29123E-13  7.55697E-12  4.52744E-11  1.83825E-10  5.60417E-10  1.37489E-09
  2.85236E-09  5.19006E-09  8.51160E-09  1.28415E-08  1.81006E-08  2.41176E-08
  3.06486E-08  3.74052E-08  4.40822E-08  5.03874E-08  5.60664E-08  6.09203E-08
  6.48157E-08  6.76861E-08  6.95262E-08  7.03816E-08  7.03357E-08  6.94971E-08
  6.79872E-08  6.59305E-08  6.34477E-08  6.06497E-08  5.76357E-08  5.44908E-08
